manufacturer,type,size,year,condition,fuel,odometer,transmission,drive,cylinders,paint_color,price
ford,truck,full-size,2002,good,diesel,88034,manual,4wd,8 cylinders,black,26950
chevrolet,van,full-size,2019,excellent,gas,11960,automatic,rwd,8 cylinders,white,26988
ford,van,full-size,2019,excellent,gas,12799,automatic,rwd,6 cylinders,white,26988
ford,truck,full-size,2015,excellent,gas,149895,automatic,rwd,10 cylinders,white,26988
ford,truck,full-size,2006,like new,gas,14575,automatic,fwd,6 cylinders,white,26995
gmc,SUV,full-size,2017,excellent,gas,41729,automatic,fwd,6 cylinders,red,26995
gmc,truck,full-size,2015,excellent,gas,58450,automatic,4wd,8 cylinders,red,26995
ford,pickup,full-size,2018,excellent,gas,122687,automatic,4wd,8 cylinders,white,26995
chevrolet,truck,full-size,2015,like new,gas,58689,automatic,4wd,6 cylinders,silver,26997
chevrolet,truck,full-size,2018,excellent,gas,64949,automatic,rwd,6 cylinders,silver,26999
nissan,coupe,compact,2012,like new,gas,77204,manual,rwd,6 cylinders,grey,27000
chevrolet,truck,full-size,2015,like new,gas,42545,automatic,rwd,6 cylinders,red,27400
mini,convertible,compact,2018,excellent,gas,35542,manual,fwd,3 cylinders,black,27500
toyota,SUV,mid-size,2016,good,gas,48132,automatic,fwd,6 cylinders,grey,27500
jeep,SUV,mid-size,2012,excellent,gas,84000,manual,4wd,6 cylinders,custom,27500
chevrolet,truck,full-size,2010,good,diesel,127381,automatic,4wd,8 cylinders,blue,27500
chevrolet,truck,full-size,2010,good,diesel,127381,automatic,4wd,8 cylinders,blue,27500
chevrolet,truck,full-size,2010,good,diesel,127381,automatic,4wd,8 cylinders,blue,27500
lincoln,sedan,full-size,2014,excellent,gas,162000,automatic,4wd,6 cylinders,black,27500
chevrolet,truck,full-size,2015,excellent,gas,51000,automatic,4wd,6 cylinders,silver,27700
cadillac,SUV,mid-size,2017,excellent,gas,65429,automatic,4wd,6 cylinders,black,27836
ford,van,full-size,2019,excellent,gas,10250,automatic,rwd,6 cylinders,white,27844
chevrolet,coupe,mid-size,2015,excellent,gas,44170,automatic,rwd,8 cylinders,white,27900
lexus,sedan,full-size,2015,like new,gas,60000,automatic,4wd,6 cylinders,white,27900
ford,truck,full-size,2011,like new,diesel,186000,automatic,4wd,8 cylinders,white,27900
ford,truck,full-size,2015,good,diesel,53628,automatic,4wd,8 cylinders,white,27990
gmc,truck,full-size,2007,good,gas,66080,automatic,rwd,8 cylinders,white,27990
gmc,truck,full-size,2007,good,gas,66080,automatic,rwd,8 cylinders,white,27990
gmc,truck,full-size,2007,good,gas,66080,automatic,rwd,8 cylinders,white,27990
nissan,truck,full-size,2018,excellent,gas,27400,automatic,4wd,6 cylinders,blue,27995
ford,pickup,full-size,2018,like new,gas,43000,automatic,rwd,8 cylinders,white,27995
bmw,sedan,full-size,2015,excellent,gas,62800,automatic,4wd,6 cylinders,grey,27995
ford,truck,full-size,2013,good,gas,77600,automatic,4wd,8 cylinders,black,27995
gmc,van,full-size,2019,like new,gas,8500,automatic,rwd,8 cylinders,white,27999
honda,sedan,full-size,2018,excellent,gas,38500,automatic,fwd,4 cylinders,white,27999
jeep,offroad,full-size,2013,excellent,gas,111000,automatic,4wd,6 cylinders,white,28000
ford,truck,full-size,2006,excellent,diesel,145000,automatic,4wd,8 cylinders,black,28000
ford,van,full-size,2019,excellent,gas,9853,automatic,rwd,6 cylinders,white,28300
ford,van,full-size,2019,excellent,gas,9853,automatic,rwd,6 cylinders,white,28300
toyota,van,full-size,2018,excellent,gas,19500,automatic,fwd,6 cylinders,brown,28500
toyota,pickup,full-size,2015,excellent,gas,57000,automatic,4wd,8 cylinders,black,28500
gmc,truck,full-size,2015,good,gas,60700,automatic,4wd,8 cylinders,white,28500
chevrolet,truck,full-size,2018,like new,gas,6000,automatic,4wd,6 cylinders,black,28900
chevrolet,truck,full-size,2019,like new,gas,17543,automatic,rwd,8 cylinders,white,28900
ram,truck,full-size,2019,good,gas,35623,automatic,4wd,8 cylinders,white,28900
ford,pickup,full-size,2013,excellent,gas,46835,automatic,4wd,8 cylinders,red,28900
ram,truck,full-size,2011,excellent,diesel,154054,automatic,4wd,6 cylinders,white,28900
ford,coupe,sub-compact,2016,excellent,gas,21159,manual,rwd,8 cylinders,blue,28921
audi,SUV,mid-size,2016,excellent,gas,47558,automatic,4wd,4 cylinders,grey,28966
buick,SUV,full-size,2019,like new,gas,31300,automatic,fwd,6 cylinders,silver,28988
buick,SUV,full-size,2019,like new,gas,31300,automatic,fwd,6 cylinders,silver,28988
ford,truck,full-size,2012,excellent,diesel,156698,automatic,4wd,8 cylinders,white,28988
jeep,SUV,full-size,2011,excellent,gas,99545,automatic,4wd,6 cylinders,white,28990
ford,van,full-size,2019,new,gas,28936,automatic,rwd,6 cylinders,white,28992
ford,truck,full-size,2012,like new,gas,66722,automatic,4wd,8 cylinders,white,28995
ford,pickup,full-size,2008,excellent,gas,86238,automatic,4wd,8 cylinders,black,28995
ford,pickup,full-size,2008,excellent,gas,86238,automatic,4wd,8 cylinders,black,28995
ford,truck,full-size,2010,like new,diesel,108950,automatic,4wd,8 cylinders,black,28995
jeep,offroad,full-size,2013,like new,gas,29945,automatic,4wd,6 cylinders,yellow,29000
ford,truck,full-size,2011,excellent,diesel,152965,automatic,4wd,8 cylinders,white,29000
jeep,SUV,mid-size,2016,good,gas,65877,automatic,4wd,6 cylinders,green,29244
ford,truck,mid-size,2017,excellent,gas,62325,automatic,4wd,8 cylinders,black,29250
ford,truck,full-size,2016,excellent,gas,100000,automatic,4wd,6 cylinders,silver,29500
gmc,SUV,full-size,2015,excellent,gas,110600,automatic,4wd,8 cylinders,white,29500
jeep,offroad,full-size,2012,good,gas,117300,automatic,4wd,6 cylinders,silver,29500
jeep,SUV,mid-size,2016,good,gas,65877,automatic,4wd,6 cylinders,green,29738
chevrolet,van,full-size,2020,excellent,gas,13169,automatic,rwd,8 cylinders,white,29833
dodge,mini-van,full-size,2015,excellent,gas,48000,automatic,fwd,6 cylinders,red,29900
ford,truck,full-size,2012,good,diesel,49669,automatic,rwd,8 cylinders,white,29900
ford,truck,full-size,2018,excellent,gas,58622,automatic,4wd,8 cylinders,white,29900
chevrolet,truck,full-size,2017,excellent,gas,120000,automatic,4wd,8 cylinders,silver,29900
chevrolet,truck,full-size,2017,excellent,gas,120000,automatic,4wd,8 cylinders,silver,29900
gmc,truck,full-size,2011,excellent,diesel,159194,automatic,4wd,8 cylinders,white,29950
chevrolet,convertible,compact,2011,excellent,gas,4808,automatic,rwd,8 cylinders,yellow,29980
jeep,SUV,full-size,2013,good,gas,47783,automatic,4wd,6 cylinders,red,29980
audi,SUV,mid-size,2017,good,gas,82615,automatic,4wd,6 cylinders,grey,29988
chrysler,van,full-size,2020,good,gas,2029,automatic,fwd,6 cylinders,custom,29990
ram,pickup,full-size,2019,excellent,gas,32698,automatic,rwd,6 cylinders,white,29990
mercedes-benz,SUV,full-size,2017,excellent,gas,33100,automatic,rwd,4 cylinders,silver,29990
chevrolet,truck,full-size,2015,excellent,gas,40711,automatic,4wd,8 cylinders,black,29990
ford,truck,mid-size,2016,excellent,gas,84170,automatic,4wd,6 cylinders,black,29990
dodge,sedan,compact,2019,like new,gas,24000,automatic,rwd,6 cylinders,silver,29995
ford,SUV,full-size,2017,like new,gas,53419,automatic,4wd,6 cylinders,silver,29995
toyota,SUV,full-size,2017,excellent,gas,62900,automatic,4wd,6 cylinders,white,29995
ram,other,full-size,2016,excellent,diesel,80395,automatic,4wd,6 cylinders,white,29995
chevrolet,SUV,full-size,2015,like new,gas,121454,automatic,rwd,8 cylinders,silver,29995
chevrolet,truck,full-size,2011,excellent,diesel,161047,automatic,4wd,8 cylinders,silver,29995
chevrolet,truck,full-size,2015,good,diesel,212327,automatic,4wd,8 cylinders,red,29995
bmw,sedan,compact,2015,excellent,gas,71988,automatic,rwd,6 cylinders,black,29998
chevrolet,truck,full-size,2018,like new,gas,53000,automatic,4wd,8 cylinders,grey,29999
jeep,SUV,mid-size,2014,good,gas,75000,automatic,rwd,6 cylinders,silver,30000
ford,truck,full-size,2015,good,diesel,143857,automatic,4wd,8 cylinders,white,30000
nissan,SUV,mid-size,2020,like new,gas,4509,automatic,fwd,6 cylinders,grey,30500
kia,SUV,full-size,2018,good,gas,42947,automatic,4wd,6 cylinders,silver,30500
toyota,truck,full-size,2018,like new,gas,28467,automatic,rwd,4 cylinders,silver,30548
cadillac,SUV,full-size,2017,like new,gas,16500,automatic,4wd,6 cylinders,blue,30588
chevrolet,truck,full-size,2018,excellent,gas,82237,automatic,4wd,8 cylinders,white,30788
chevrolet,truck,full-size,2018,excellent,gas,82237,automatic,4wd,8 cylinders,white,30788
chevrolet,truck,full-size,2018,excellent,gas,82237,automatic,4wd,8 cylinders,white,30788
ford,pickup,full-size,2016,like new,gas,87169,automatic,4wd,6 cylinders,grey,30795
toyota,van,full-size,2019,excellent,gas,44918,automatic,fwd,6 cylinders,silver,30891
jeep,SUV,mid-size,2020,like new,gas,9900,automatic,rwd,6 cylinders,red,30895
chevrolet,truck,full-size,2017,like new,gas,24180,automatic,4wd,6 cylinders,silver,30900
ford,truck,full-size,2014,like new,gas,40000,automatic,rwd,6 cylinders,white,30900
volkswagen,SUV,mid-size,2019,like new,gas,39662,automatic,4wd,6 cylinders,white,30950
ford,truck,full-size,2010,excellent,gas,95049,automatic,4wd,8 cylinders,red,30950
chevrolet,truck,full-size,2017,good,gas,111444,automatic,4wd,8 cylinders,white,30950
dodge,coupe,mid-size,2017,excellent,gas,25475,automatic,rwd,8 cylinders,grey,30955
gmc,pickup,full-size,2016,like new,gas,68100,automatic,4wd,8 cylinders,black,30975
ford,other,full-size,2017,excellent,diesel,155914,automatic,rwd,5 cylinders,white,30980
chevrolet,SUV,full-size,2017,excellent,gas,32765,automatic,4wd,6 cylinders,white,30988
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30990
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30990
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30990
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30990
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30990
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30990
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30990
ram,pickup,full-size,2017,excellent,diesel,153534,automatic,4wd,6 cylinders,silver,30990
nissan,SUV,mid-size,2020,excellent,gas,7532,automatic,fwd,6 cylinders,black,30995
chevrolet,truck,full-size,2017,excellent,gas,30400,automatic,4wd,6 cylinders,black,30995
toyota,SUV,full-size,2016,good,gas,51902,automatic,4wd,6 cylinders,white,30995
ford,truck,full-size,2017,excellent,gas,79350,automatic,4wd,8 cylinders,red,30995
ford,pickup,full-size,2013,excellent,gas,87000,automatic,4wd,8 cylinders,blue,30995
ram,truck,full-size,2016,good,diesel,99283,automatic,4wd,6 cylinders,white,30995
ram,truck,full-size,2015,like new,gas,101089,automatic,4wd,8 cylinders,green,30995
chevrolet,truck,full-size,2017,excellent,gas,105000,automatic,4wd,8 cylinders,white,30995
ram,truck,full-size,2012,good,diesel,128792,automatic,4wd,6 cylinders,white,30995
ram,truck,full-size,2012,good,diesel,128792,automatic,4wd,6 cylinders,white,30995
nissan,pickup,mid-size,2019,like new,gas,19775,automatic,4wd,6 cylinders,grey,30999
ford,truck,full-size,2019,excellent,gas,42397,automatic,rwd,6 cylinders,custom,30999
ford,truck,full-size,2019,excellent,gas,42397,automatic,rwd,6 cylinders,custom,30999
ford,pickup,full-size,2017,excellent,gas,47130,automatic,4wd,8 cylinders,brown,30999
ford,pickup,full-size,2017,excellent,gas,47130,automatic,4wd,8 cylinders,brown,30999
kia,SUV,mid-size,2020,new,gas,12000,automatic,fwd,4 cylinders,white,31000
audi,sedan,full-size,2017,excellent,gas,32000,automatic,4wd,4 cylinders,green,31000
ram,pickup,full-size,2017,like new,gas,33400,automatic,4wd,8 cylinders,white,31000
chevrolet,coupe,mid-size,2017,excellent,gas,39000,automatic,rwd,8 cylinders,yellow,31000
jeep,SUV,full-size,2014,like new,gas,44334,automatic,4wd,6 cylinders,silver,31000
ford,truck,full-size,2014,excellent,gas,66742,automatic,4wd,6 cylinders,silver,31000
mercedes-benz,SUV,full-size,2014,like new,gas,76380,automatic,4wd,8 cylinders,blue,31000
ford,pickup,full-size,2015,like new,gas,77200,automatic,4wd,8 cylinders,white,31000
ford,truck,full-size,2014,excellent,gas,102500,automatic,4wd,8 cylinders,blue,31000
gmc,truck,full-size,2012,excellent,diesel,156308,automatic,4wd,8 cylinders,black,31000
ford,pickup,full-size,2011,like new,gas,177000,automatic,4wd,8 cylinders,grey,31000
ford,pickup,full-size,2017,excellent,diesel,154477,automatic,4wd,8 cylinders,white,31400
ford,SUV,full-size,2017,like new,gas,32730,automatic,rwd,6 cylinders,grey,31497
mercedes-benz,SUV,full-size,2015,excellent,gas,59636,automatic,4wd,8 cylinders,grey,31499
ford,truck,full-size,2020,like new,gas,1969,automatic,rwd,6 cylinders,silver,31500
toyota,truck,mid-size,2015,excellent,gas,34600,automatic,4wd,6 cylinders,green,31500
subaru,sedan,mid-size,2016,excellent,gas,35900,manual,4wd,4 cylinders,blue,31500
jeep,SUV,full-size,2014,like new,gas,36100,automatic,4wd,6 cylinders,black,31500
lexus,sedan,full-size,2016,excellent,gas,43000,automatic,4wd,6 cylinders,silver,31500
chevrolet,SUV,full-size,2017,like new,gas,60920,automatic,4wd,8 cylinders,black,31500
ford,truck,full-size,2009,excellent,diesel,73000,automatic,4wd,8 cylinders,red,31500
ford,truck,full-size,2017,excellent,diesel,99000,automatic,4wd,8 cylinders,white,31500
ford,truck,full-size,2017,excellent,diesel,99000,automatic,4wd,8 cylinders,white,31500
ford,truck,full-size,2017,excellent,diesel,99000,automatic,4wd,8 cylinders,white,31500
ford,truck,full-size,2012,good,diesel,135500,automatic,4wd,8 cylinders,brown,31500
ford,truck,mid-size,2017,excellent,gas,68192,automatic,4wd,6 cylinders,grey,31668
dodge,mini-van,mid-size,2018,excellent,gas,27474,automatic,fwd,6 cylinders,silver,31695
chevrolet,pickup,mid-size,2019,like new,gas,29470,automatic,4wd,6 cylinders,silver,31750
chevrolet,truck,full-size,2020,new,gas,3277,automatic,rwd,4 cylinders,red,31755
rover,SUV,full-size,2017,excellent,gas,37174,automatic,4wd,4 cylinders,green,31788
jeep,SUV,full-size,2017,excellent,gas,60530,automatic,4wd,6 cylinders,custom,31795
audi,sedan,compact,2015,excellent,gas,48400,automatic,4wd,4 cylinders,grey,31798
ford,truck,full-size,2017,like new,gas,30000,automatic,rwd,6 cylinders,grey,31800
dodge,mini-van,full-size,2018,good,gas,19733,automatic,fwd,6 cylinders,white,31840
ram,pickup,full-size,2015,like new,gas,17143,automatic,rwd,8 cylinders,red,31900
mercedes-benz,convertible,compact,2009,excellent,gas,27225,automatic,rwd,8 cylinders,silver,31900
gmc,truck,full-size,2017,good,gas,53842,automatic,4wd,8 cylinders,white,31900
ford,truck,full-size,2015,excellent,gas,71197,automatic,4wd,6 cylinders,blue,31900
ford,truck,full-size,2015,like new,diesel,147000,automatic,4wd,8 cylinders,brown,31900
chevrolet,pickup,full-size,2017,good,diesel,152011,automatic,4wd,8 cylinders,white,31900
cadillac,SUV,mid-size,2017,excellent,gas,28481,automatic,4wd,6 cylinders,black,31928
audi,SUV,mid-size,2017,excellent,gas,64692,automatic,4wd,6 cylinders,black,31964
volvo,SUV,full-size,2016,excellent,gas,41759,automatic,4wd,4 cylinders,grey,31980
ford,truck,full-size,2020,good,gas,17900,automatic,rwd,6 cylinders,grey,31983
mercedes-benz,coupe,mid-size,2017,excellent,gas,26711,automatic,rwd,4 cylinders,white,31990
mercedes-benz,coupe,mid-size,2017,excellent,gas,26711,automatic,rwd,4 cylinders,white,31990
mercedes-benz,coupe,mid-size,2017,excellent,gas,26711,automatic,rwd,4 cylinders,white,31990
ram,truck,full-size,2018,good,gas,35894,automatic,4wd,8 cylinders,grey,31990
lexus,coupe,compact,2017,excellent,gas,40149,automatic,rwd,4 cylinders,black,31990
ford,truck,full-size,2009,good,gas,43900,automatic,rwd,10 cylinders,white,31990
lexus,SUV,full-size,2015,excellent,gas,52739,automatic,4wd,8 cylinders,black,31990
ford,pickup,full-size,2015,excellent,diesel,178235,automatic,4wd,8 cylinders,green,31990
nissan,truck,full-size,2017,excellent,diesel,10026,automatic,4wd,8 cylinders,grey,31992
chevrolet,truck,full-size,2014,good,gas,47169,automatic,rwd,8 cylinders,red,31995
gmc,pickup,full-size,2015,excellent,gas,93378,automatic,rwd,8 cylinders,brown,31995
toyota,truck,full-size,2014,good,gas,95000,automatic,4wd,8 cylinders,black,31995
ford,pickup,full-size,2016,excellent,diesel,100797,automatic,4wd,8 cylinders,white,31995
ford,truck,full-size,2012,good,diesel,151109,automatic,4wd,8 cylinders,white,31995
gmc,truck,full-size,2014,good,diesel,183689,automatic,4wd,8 cylinders,yellow,31995
ford,truck,full-size,2016,excellent,gas,61935,automatic,4wd,6 cylinders,white,31998
chevrolet,coupe,compact,2012,like new,gas,21900,automatic,rwd,8 cylinders,red,31999
ram,pickup,full-size,2016,like new,gas,26100,automatic,4wd,6 cylinders,red,31999
ford,truck,full-size,2018,excellent,gas,45508,automatic,4wd,8 cylinders,black,31999
toyota,truck,full-size,2017,excellent,gas,97129,automatic,4wd,8 cylinders,red,31999
chevrolet,truck,full-size,2014,good,diesel,137219,automatic,4wd,8 cylinders,white,31999
ford,van,full-size,2019,like new,gas,5000,automatic,rwd,6 cylinders,white,32000
chevrolet,sedan,full-size,2019,excellent,gas,8500,automatic,fwd,6 cylinders,red,32000
chevrolet,pickup,full-size,2017,like new,gas,13800,automatic,rwd,8 cylinders,silver,32000
bmw,sedan,compact,2018,like new,gas,15608,automatic,rwd,4 cylinders,white,32000
ram,van,full-size,2019,like new,gas,18500,automatic,fwd,6 cylinders,white,32000
subaru,SUV,mid-size,2019,excellent,gas,31000,automatic,4wd,4 cylinders,grey,32000
chevrolet,truck,mid-size,2006,excellent,gas,34000,automatic,rwd,8 cylinders,blue,32000
ford,truck,full-size,2016,excellent,gas,34471,automatic,4wd,6 cylinders,blue,32000
toyota,SUV,full-size,2018,excellent,gas,38000,automatic,4wd,6 cylinders,grey,32000
jeep,SUV,full-size,2017,excellent,gas,50068,automatic,4wd,6 cylinders,purple,32000
ford,truck,full-size,2014,good,diesel,211000,automatic,4wd,8 cylinders,white,32000
ram,truck,full-size,2018,like new,gas,22000,automatic,4wd,6 cylinders,blue,32225
ram,pickup,full-size,2014,excellent,gas,110076,automatic,4wd,8 cylinders,grey,32250
ford,truck,full-size,2019,like new,other,11132,automatic,4wd,6 cylinders,blue,32375
ford,coupe,sub-compact,2015,excellent,gas,11854,manual,rwd,8 cylinders,orange,32407
jeep,SUV,full-size,2013,good,gas,47783,automatic,4wd,6 cylinders,red,32490
jeep,SUV,full-size,2013,good,gas,47783,automatic,4wd,6 cylinders,custom,32495
dodge,coupe,full-size,2018,like new,gas,27670,automatic,rwd,8 cylinders,red,32500
ram,pickup,full-size,2016,excellent,gas,37500,automatic,4wd,8 cylinders,red,32500
chevrolet,pickup,full-size,2015,excellent,diesel,130000,automatic,4wd,8 cylinders,silver,32500
